Diarienummer,Ansökningsomgång,Beslut,Utbildningsanordnare,Huvudmannatyp,Utbildningsområde,Utbildningsnamn,YH-poäng,Studieform,Studietakt %,Sökta utbildningsomgångar,Beviljade utbildningsomgångar,Sökta platser totalt,Beviljade platser totalt,Sökta platser per utbildningsomgång,Län,Kommun,Antal kommuner,Flera kommuner
MYH 2021/3255,2021,False,Sälj & Marknadshögskolan i Sverige AB - Stockholm,Privat,"Ekonomi, administration och försäljning",Digital Conversion Manager,200,Distans,50,3,0,105,0.0,35,Stockholm,Solna,1,False
MYH 2021/3256,2021,False,YrkesAkademin YH AB,Privat,Teknik och tillverkning,Kvalificerad fordonstekniker laddbara fordon,220,Distans,100,5,0,125,0.0,25,Skåne,Malmö,1,False
MYH 2021/3257,2021,False,YrkesAkademin YH AB,Privat,Teknik och tillverkning,Kvalificerad Fordonstekniker laddbara fordon,220,Distans,100,5,0,125,0.0,25,Stockholm,Järfälla,1,False
MYH 2021/3258,2021,False,Hermods AB Örebro,Privat,Hälso- och sjukvård samt socialt arbete,Specialistundersköterska inom multisjukdom hos äldre,210,Distans,50,4,0,140,0.0,35,Örebro,Örebro,1,False
MYH 2021/3259,2021,True,Hermods AB Stockholm,Privat,Journalistik och information,Teknikinformatör,220,Distans,100,4,3,140,105.0,35,Stockholm,Solna,1,False
MYH 2021/3262,2021,False,Sälj & Marknadshögskolan i Sverige AB,Privat,"Ekonomi, administration och försäljning",Digital Analytics & AI Marketing Manager,200,Distans,50,3,0,105,0.0,35,Västra Götaland,Göteborg,1,False
MYH 2021/3263,2021,False,YrkesAkademin YH AB,Privat,Data/IT,Edtech-specialist,400,Distans,100,5,0,150,0.0,30,Skåne,Helsingborg,1,False
MYH 2021/3265,2021,False,Hermods AB Karlskrona,Privat,Hälso- och sjukvård samt socialt arbete,Specialistundersköterska psykiatrisk verksamhet,220,Distans,50,4,0,120,0.0,30,Blekinge,Karlskrona,1,False
MYH 2021/3266,2021,False,Hermods AB Stockholm,Privat,Teknik och tillverkning,Bagare och Konditor,215,Bunden,100,3,0,90,0.0,30,Uppsala,Uppsala,1,False
MYH 2021/3267,2021,False,YrkesAkademin YH AB,Privat,Teknik och tillverkning,Produktionsutveckling Industri 4.0,325,Distans,100,3,0,75,0.0,25,Skåne,Landskrona,1,False
MYH 2021/3269,2021,False,IHM Business School AB Stockholm,Privat,"Ekonomi, administration och försäljning",B2B E-Commerce Manager,425,Distans,100,3,0,60,0.0,20,Stockholm,Stockholm,2,True
MYH 2021/3269,2021,False,IHM Business School AB Stockholm,Privat,"Ekonomi, administration och försäljning",B2B E-Commerce Manager,425,Distans,100,3,0,45,0.0,15,Västra Götaland,Göteborg,2,True
MYH 2021/3270,2021,False,YrkesAkademin YH AB,Privat,Teknik och tillverkning,Produktionsutveckling Industri 4.0,325,Distans,100,2,0,30,0.0,15,Norrbotten,Kalix,1,False
MYH 2021/3274,2021,True,IHM Business School AB Malmö,Privat,"Ekonomi, administration och försäljning",Key Account Manager,225,Distans,50,3,3,45,45.0,15,Skåne,Malmö,3,True
MYH 2021/3274,2021,True,IHM Business School AB Malmö,Privat,"Ekonomi, administration och försäljning",Key Account Manager,225,Distans,50,3,3,30,30.0,10,Stockholm,Stockholm,3,True
MYH 2021/3274,2021,True,IHM Business School AB Malmö,Privat,"Ekonomi, administration och försäljning",Key Account Manager,225,Distans,50,3,3,30,30.0,10,Västra Götaland,Göteborg,3,True
MYH 2021/3275,2021,False,IHM Business School AB Göteborg,Privat,"Ekonomi, administration och försäljning",E-Commerce Logistiker,400,Distans,100,3,0,60,0.0,20,Västra Götaland,Göteborg,2,True
MYH 2021/3275,2021,False,IHM Business School AB Göteborg,Privat,"Ekonomi, administration och försäljning",E-Commerce Logistiker,400,Distans,100,3,0,45,0.0,15,Östergötland,Norrköping,2,True
MYH 2021/3278,2021,False,Plushögskolan AB - Teknikhögskolan,Privat,Teknik och tillverkning,"Automationsingenjör - drift, service och underhåll",410,Distans,100,5,0,150,0.0,30,Kronoberg,Växjö,1,False
MYH 2021/3279,2021,False,Hermods AB Kristianstad,Privat,Samhällsbyggnad och byggteknik,VA - ingenjör,400,Bunden,100,4,0,120,0.0,30,Skåne,Kristianstad,1,False
MYH 2021/3281,2021,False,IHM Business School AB Göteborg,Privat,"Ekonomi, administration och försäljning",Customer Experience Specialist,420,Bunden,100,3,0,105,0.0,35,Västra Götaland,Göteborg,1,False
MYH 2021/3282,2021,False,YrkesAkademin YH AB,Privat,Teknik och tillverkning,Elnätsspecialist,200,Distans,100,5,0,25,0.0,5,Västernorrland,Sundsvall,3,True
MYH 2021/3282,2021,False,YrkesAkademin YH AB,Privat,Teknik och tillverkning,Elnätsspecialist,200,Distans,100,5,0,100,0.0,20,Västmanland,Västerås,3,True
MYH 2021/3282,2021,False,YrkesAkademin YH AB,Privat,Teknik och tillverkning,Elnätsspecialist,200,Distans,100,5,0,25,0.0,5,Västra Götaland,Vänersborg,3,True
MYH 2021/3289,2021,False,Region Gotland,Kommun,Teknik och tillverkning,Processtekniker,300,Bunden,100,2,0,40,0.0,20,Gotland,Gotland,1,False
MYH 2021/3293,2021,False,Plushögskolan AB - Affärshögskolan,Privat,"Ekonomi, administration och försäljning",Lönekonsult med digital kompetens,420,Bunden,100,5,0,175,0.0,35,Västra Götaland,Göteborg,1,False
MYH 2021/3294,2021,False,IHM Business School AB Stockholm,Privat,"Kultur, media och design",Content Marketing Specialist,400,Bunden,100,3,0,105,0.0,35,Stockholm,Stockholm,1,False
MYH 2021/3296,2021,False,YrkesAkademin YH AB,Privat,"Ekonomi, administration och försäljning",Social Media & Influencer Marketing Manager,400,Distans,100,3,0,105,0.0,35,Västra Götaland,Borås,1,False
MYH 2021/3300,2021,True,Östsvenska Yrkeshögskolan AB,Privat,"Ekonomi, administration och försäljning",Vårdadministratör,400,Bunden,100,5,3,125,75.0,25,Östergötland,Linköping,1,False
MYH 2021/3302,2021,False,IHM Business School AB Malmö,Privat,"Ekonomi, administration och försäljning",Digital Marketing Specialist,400,Bunden,100,3,0,105,0.0,35,Skåne,Malmö,1,False
MYH 2021/3303,2021,True,IHM Business School AB Göteborg,Privat,"Ekonomi, administration och försäljning",Visual Merchandiser - Unified Commerce,400,Bunden,100,3,3,105,105.0,35,Västra Götaland,Göteborg,1,False
MYH 2021/3304,2021,True,IHM Business School AB Göteborg,Privat,"Ekonomi, administration och försäljning",Digital Marketing Specialist,400,Bunden,100,3,2,105,70.0,35,Västra Götaland,Göteborg,1,False
MYH 2021/3305,2021,False,LUCO KB,Privat,Samhällsbyggnad och byggteknik,Fastighetsförvaltare  - social hållbarhet,500,Distans,100,5,0,175,0.0,35,Västra Götaland,Mölndal,1,False
MYH 2021/3306,2021,False,IHM Business School AB Stockholm,Privat,"Ekonomi, administration och försäljning",Visual Merchandiser - Unified Commerce,400,Bunden,100,3,0,105,0.0,35,Stockholm,Stockholm,1,False
MYH 2021/3307,2021,False,Sveriges Frisörer AB,Privat,Friskvård och kroppsvård,Färdigutbildning Frisör,200,Bunden,100,5,0,70,0.0,14,Västra Götaland,Göteborg,1,False
MYH 2021/3309,2021,False,Svensk Helhetsdesign AB,Privat,Friskvård och kroppsvård,Färdigutbildning frisör,200,Bunden,100,5,0,70,0.0,14,Stockholm,Solna,1,False
MYH 2021/3310,2021,True,YrkesAkademin YH AB,Privat,"Hotell, restaurang och turism",TRAC Turism- och Resekonsult,400,Distans,100,3,3,90,90.0,30,Uppsala,Uppsala,1,False
MYH 2021/3311,2021,False,YrkesAkademin YH AB,Privat,"Hotell, restaurang och turism",TRAC Turism- och Resekonsult,400,Distans,100,3,0,90,0.0,30,Skåne,Helsingborg,1,False
MYH 2021/3312,2021,False,Hermods AB Göteborg,Privat,Samhällsbyggnad och byggteknik,Driftledare miljö och vattenteknik,400,Distans,100,4,0,120,0.0,30,Västra Götaland,Göteborg,1,False
MYH 2021/3313,2021,True,Västerås Stad/Barn- och Utbildningsförvaltningen/Västerås Yrkeshögskola,Kommun,Teknik och tillverkning,Bagare och konditor,230,Bunden,100,3,3,60,60.0,20,Västmanland,Västerås,1,False
MYH 2021/3314,2021,False,Plushögskolan AB - Teknikhögskolan,Privat,Samhällsbyggnad och byggteknik,BIM-projektering - järnväg,410,Distans,100,5,0,150,0.0,30,Västmanland,Västerås,1,False
MYH 2021/3315,2021,False,Elevutbildarna i Sverige AB,Privat,Friskvård och kroppsvård,Färdigutbildning Frisör,200,Bunden,100,5,0,70,0.0,14,Västra Götaland,Trollhättan,1,False
MYH 2021/3316,2021,False,YrkesAkademin YH AB,Privat,Teknik och tillverkning,Diagnostekniker,210,Distans,50,5,0,75,0.0,15,Skåne,Malmö,2,True
MYH 2021/3316,2021,False,YrkesAkademin YH AB,Privat,Teknik och tillverkning,Diagnostekniker,210,Distans,50,5,0,75,0.0,15,Västra Götaland,Göteborg,2,True
MYH 2021/3317,2021,False,YrkesAkademin YH AB,Privat,Teknik och tillverkning,Diagnostekniker,210,Distans,50,5,0,75,0.0,15,Västerbotten,Umeå,2,True
MYH 2021/3317,2021,False,YrkesAkademin YH AB,Privat,Teknik och tillverkning,Diagnostekniker,210,Distans,50,5,0,75,0.0,15,Örebro,Örebro,2,True
MYH 2021/3318,2021,False,YrkesAkademin YH AB,Privat,Teknik och tillverkning,Tekniker tunga maskiner och fordon,300,Distans,100,4,0,100,0.0,25,Södermanland,Eskilstuna,1,False
MYH 2021/3322,2021,False,"Kristinehamns kommun, Komvux",Kommun,"Ekonomi, administration och försäljning",Vårdadministratör - medicinsk sekreterare,400,Distans,100,3,0,60,0.0,20,Värmland,Kristinehamn,1,False
MYH 2021/3324,2021,False,Stiftelsen Stockholms Tekniska Institut,Privat,"Ekonomi, administration och försäljning",Digital Analytiker,400,Bunden,100,3,0,105,0.0,35,Stockholm,Stockholm,1,False
MYH 2021/3327,2021,True,KompetensUtvecklingsInstitutet Sverige AB,Privat,Pedagogik och undervisning,Specialistbarnskötare Funktionsvariationer/Språkutveckling,200,Distans,50,5,2,125,50.0,25,Stockholm,Stockholm,1,False
MYH 2021/3328,2021,False,Stiftelsen Stockholms Tekniska Institut,Privat,Samhällsbyggnad och byggteknik,El- och belysningsdesign,400,Bunden,100,3,0,90,0.0,30,Stockholm,Stockholm,1,False
MYH 2021/3330,2021,False,Skellefteå kommun Vuxenutbildningen,Kommun,"Hotell, restaurang och turism",TRAC Turism- och Resekonsult,400,Distans,100,4,0,80,0.0,20,Västerbotten,Skellefteå,1,False
MYH 2021/3331,2021,False,IHM Business School AB Malmö,Privat,"Hotell, restaurang och turism",Konceptutvecklare - Event och besöksnäringen,400,Bunden,100,3,0,81,0.0,27,Kalmar,Kalmar,2,True
MYH 2021/3331,2021,False,IHM Business School AB Malmö,Privat,"Hotell, restaurang och turism",Konceptutvecklare - Event och besöksnäringen,400,Bunden,100,3,0,24,0.0,8,Kalmar,Vimmerby,2,True
MYH 2021/3332,2021,False,KompetensUtvecklingsInstitutet Sverige AB,Privat,Pedagogik och undervisning,Specialistbarnskötare Funktionsvariationer/Språkutveckling,200,Distans,50,5,0,150,0.0,30,Östergötland,Linköping,1,False
MYH 2021/3333,2021,True,Bergqvists Massage & Friskvårdsutbildningar AB,Privat,Hälso- och sjukvård samt socialt arbete,Medicinsk Massageterapeut,400,Bunden,100,3,2,84,56.0,28,Skåne,Malmö,1,False
MYH 2021/3334,2021,True,"Värmdö kommun, Komvux Värmdö",Kommun,Pedagogik och undervisning,Trafiklärarutbildning,300,Bunden,100,5,4,125,100.0,25,Stockholm,Värmdö,1,False
MYH 2021/3335,2021,True,Bergqvists Massage & Friskvårdsutbildningar AB,Privat,Hälso- och sjukvård samt socialt arbete,Medicinsk Massageterapeut,400,Bunden,100,3,2,84,56.0,28,Stockholm,Stockholm,1,False
MYH 2021/3336,2021,False,KompetensUtvecklingsInstitutet Sverige AB,Privat,Pedagogik och undervisning,Specialistbarnskötare Funktionsvariationer/Språkutveckling,200,Distans,50,5,0,150,0.0,30,Skåne,Malmö,1,False
MYH 2021/3337,2021,True,Bergqvists Massage & Friskvårdsutbildningar AB,Privat,Friskvård och kroppsvård,Massage- och Friskvårdsterapeut,400,Bunden,100,3,2,84,56.0,28,Östergötland,Linköping,1,False
MYH 2021/3339,2021,False,Plushögskolan AB - Affärshögskolan,Privat,"Ekonomi, administration och försäljning",Inköpare & Upphandlare,425,Bunden,100,4,0,140,0.0,35,Västra Götaland,Uddevalla,1,False
MYH 2021/3340,2021,True,KompetensUtvecklingsInstitutet Sverige AB,Privat,Hälso- och sjukvård samt socialt arbete,Specialistundersköterska Multisjuka Äldre,200,Distans,50,5,3,175,105.0,35,Stockholm,Stockholm,1,False
MYH 2021/3341,2021,False,KompetensUtvecklingsInstitutet Sverige AB,Privat,Hälso- och sjukvård samt socialt arbete,Specialistundersköterska Psykiatri,200,Distans,75,5,0,175,0.0,35,Stockholm,Stockholm,1,False
MYH 2021/3342,2021,True,YrkesAkademin YH AB,Privat,Hälso- och sjukvård samt socialt arbete,Tandsköterska,325,Distans,100,5,4,175,140.0,35,Västernorrland,Sundsvall,1,False
MYH 2021/3343,2021,False,Arena Utbildning,Privat,Journalistik och information,Digital kommunikatör offentlig sektor,200,Distans,50,3,0,105,0.0,35,Stockholm,Stockholm,1,False
MYH 2021/3344,2021,False,YrkesAkademin YH AB,Privat,Hälso- och sjukvård samt socialt arbete,Tandsköterska,325,Distans,100,5,0,175,0.0,35,Skåne,Helsingborg,1,False
MYH 2021/3347,2021,True,TUC Sweden AB - Yrkeshögskola,Privat,Samhällsbyggnad och byggteknik,Fastighetsförvaltare,500,Distans,100,3,3,105,105.0,35,Östergötland,Linköping,1,False
MYH 2021/3348,2021,False,Hermods AB Helsingborg,Privat,Samhällsbyggnad och byggteknik,Byggnadsingenjör BIM/CAD,400,Bunden,100,4,0,120,0.0,30,Skåne,Helsingborg,1,False
MYH 2021/3349,2021,True,KompetensUtvecklingsInstitutet Sverige AB,Privat,Hälso- och sjukvård samt socialt arbete,Stödpedagog,200,Distans,50,5,4,50,40.0,10,Norrbotten,Luleå,2,True
MYH 2021/3349,2021,True,KompetensUtvecklingsInstitutet Sverige AB,Privat,Hälso- och sjukvård samt socialt arbete,Stödpedagog,200,Distans,50,5,4,125,100.0,25,Västmanland,Västerås,2,True
MYH 2021/3350,2021,False,Plushögskolan AB - Vårdyrkeshögskolan,Privat,Hälso- och sjukvård samt socialt arbete,Specialistundersköterska äldreomsorg och välfärdsteknik,200,Distans,50,5,0,35,0.0,7,Gotland,Gotland,3,True
MYH 2021/3350,2021,False,Plushögskolan AB - Vårdyrkeshögskolan,Privat,Hälso- och sjukvård samt socialt arbete,Specialistundersköterska äldreomsorg och välfärdsteknik,200,Distans,50,5,0,90,0.0,18,Västerbotten,Umeå,3,True
MYH 2021/3350,2021,False,Plushögskolan AB - Vårdyrkeshögskolan,Privat,Hälso- och sjukvård samt socialt arbete,Specialistundersköterska äldreomsorg och välfärdsteknik,200,Distans,50,5,0,50,0.0,10,Västra Götaland,Uddevalla,3,True
MYH 2021/3351,2021,False,Plushögskolan AB - Teknikhögskolan,Privat,Teknik och tillverkning,Elkraftsingenjör,400,Bunden,100,5,0,150,0.0,30,Värmland,Karlstad,1,False
MYH 2021/3352,2021,True,"Botkyrka kommun, Xenter Botkyrka",Kommun,Samhällsbyggnad och byggteknik,Fastighetsförvaltare,500,Bunden,100,5,2,175,70.0,35,Stockholm,Botkyrka,1,False
MYH 2021/3353,2021,False,Hermods AB Stockholm,Privat,Samhällsbyggnad och byggteknik,Projektingenjör Järnväg,400,Distans,100,4,0,120,0.0,30,Stockholm,Solna,1,False
MYH 2021/3354,2021,False,Plushögskolan AB - Teknikhögskolan,Privat,"Ekonomi, administration och försäljning",Agil Projektledare,150,Distans,50,5,0,175,0.0,35,Värmland,Karlstad,1,False
MYH 2021/3355,2021,False,"Kunskapsförbundet Väst, Vuxenutbildningen",Kommun,Teknik och tillverkning,Drift- och underhållstekniker vid produktion och processindustrin samt kommunala verk.,300,Distans,100,5,0,120,0.0,24,Västra Götaland,Vänersborg,1,False
MYH 2021/3356,2021,True,TGA Utbildning AB,Privat,"Kultur, media och design",Leveldesigner,550,Bunden,100,4,3,64,48.0,16,Skåne,Malmö,1,False
MYH 2021/3357,2021,False,Hermods AB Kalmar,Privat,Samhällsbyggnad och byggteknik,Driftledare miljö och vattenteknik,400,Distans,100,4,0,120,0.0,30,Kalmar,Kalmar,1,False
MYH 2021/3358,2021,True,TGA Utbildning AB,Privat,"Kultur, media och design",Spelgrafiker,550,Bunden,100,4,3,100,75.0,25,Skåne,Malmö,1,False
MYH 2021/3360,2021,True,TGA Utbildning AB,Privat,Data/IT,Spelprogrammerare,550,Bunden,100,4,3,140,105.0,35,Skåne,Malmö,1,False
MYH 2021/3361,2021,False,Stockholms Internationella Handelsskola AB,Privat,Data/IT,IT-projektledare,400,Distans,100,3,0,105,0.0,35,Stockholm,Stockholm,1,False
MYH 2021/3362,2021,False,Hermods AB Östersund,Privat,Pedagogik och undervisning,Specialistbarnskötare - rörelse och specialpedagogik,220,Distans,50,3,0,90,0.0,30,Jämtland,Östersund,1,False
MYH 2021/3363,2021,True,TGA Utbildning AB,Privat,"Kultur, media och design",Technical artist,300,Bunden,100,4,3,64,48.0,16,Skåne,Malmö,1,False
MYH 2021/3364,2021,False,YrkesAkademin YH AB,Privat,Transporttjänster,"Fjärrpilot och operatör för drönare/UAS, Unmanned Aerial Systems.",250,Distans,100,4,0,120,0.0,30,Västernorrland,Örnsköldsvik,1,False
MYH 2021/3366,2021,True,YrkesAkademin YH AB,Privat,Samhällsbyggnad och byggteknik,Anläggningsingenjör hållbart byggande,400,Distans,100,5,3,150,90.0,30,Östergötland,Norrköping,1,False
MYH 2021/3367,2021,True,Plushögskolan AB - Affärshögskolan,Privat,"Ekonomi, administration och försäljning",Lönekonsult med digital kompetens,420,Distans,100,3,3,105,105.0,35,Gävleborg,Gävle,1,False
MYH 2021/3368,2021,True,YrkesAkademin YH AB,Privat,"Ekonomi, administration och försäljning",Marketing Automation Specialist,400,Distans,100,3,2,105,70.0,35,Skåne,Helsingborg,1,False
MYH 2021/3369,2021,False,"Eslövs kommun, Yrkeshögskolan i Eslöv",Kommun,"Ekonomi, administration och försäljning",Redovisningsekonom,300,Distans,50,5,0,175,0.0,35,Skåne,Eslöv,1,False
MYH 2021/3370,2021,False,IT-Högskolan Stockholm AB,Privat,Data/IT,Mjukvarutestare,300,Bunden,100,4,0,140,0.0,35,Stockholm,Stockholm,1,False
MYH 2021/3371,2021,False,Hermods AB Umeå,Privat,"Kultur, media och design",Frilansmusiker,400,Bunden,100,3,0,90,0.0,30,Västerbotten,Umeå,1,False
MYH 2021/3372,2021,True,Skellefteå kommun Vuxenutbildningen,Kommun,"Kultur, media och design",VFX-artist: 3D-visualisering och digital compositing,500,Bunden,100,5,3,150,90.0,30,Västerbotten,Skellefteå,1,False
MYH 2021/3373,2021,False,Stockholms Internationella Handelsskola AB,Privat,Data/IT,IT-säkerhetsspecialist,400,Bunden,100,3,0,105,0.0,35,Stockholm,Stockholm,1,False
MYH 2021/3374,2021,True,EC Utbildning AB Örebro,Privat,Data/IT,Webbutvecklare inom .NET,400,Distans,100,3,3,105,105.0,35,Värmland,Karlstad,1,False
MYH 2021/3375,2021,False,EC Utbildning AB Örebro,Privat,Data/IT,Webbutvecklare inom .NET,400,Distans,100,3,0,105,0.0,35,Dalarna,Borlänge,1,False
MYH 2021/3376,2021,False,IHM Business School AB Stockholm,Privat,"Ekonomi, administration och försäljning",E-Commerce Manager,400,Distans,100,3,0,30,0.0,10,Norrbotten,Luleå,3,True
MYH 2021/3376,2021,False,IHM Business School AB Stockholm,Privat,"Ekonomi, administration och försäljning",E-Commerce Manager,400,Distans,100,3,0,45,0.0,15,Skåne,Helsingborg,3,True
MYH 2021/3376,2021,False,IHM Business School AB Stockholm,Privat,"Ekonomi, administration och försäljning",E-Commerce Manager,400,Distans,100,3,0,30,0.0,10,Södermanland,Eskilstuna,3,True
MYH 2021/3377,2021,False,Stockholms Internationella Handelsskola AB,Privat,"Ekonomi, administration och försäljning",Offentlig Upphandlare,400,Distans,100,3,0,105,0.0,35,Stockholm,Stockholm,1,False
MYH 2021/3378,2021,False,EC Utbildning AB Örebro,Privat,Data/IT,Mjukvarutestare,325,Distans,100,3,0,105,0.0,35,Dalarna,Borlänge,1,False
MYH 2021/3379,2021,False,EC Utbildning AB Växjö,Privat,Samhällsbyggnad och byggteknik,Byggprojektör BIM,400,Bunden,100,3,0,84,0.0,28,Kronoberg,Växjö,1,False
MYH 2021/3380,2021,True,EC Utbildning AB Växjö,Privat,Data/IT,Cloud- och Infrastrukturspecialist,420,Bunden,100,3,3,84,84.0,28,Kronoberg,Växjö,1,False
MYH 2021/3381,2021,True,YrkesAkademin YH AB,Privat,Hälso- och sjukvård samt socialt arbete,Behandlingspedagog,400,Distans,100,5,3,175,105.0,35,Västra Götaland,Trollhättan,1,False
MYH 2021/3382,2021,False,EC Utbildning AB Växjö,Privat,Data/IT,Frontend-utvecklare,400,Distans,100,3,0,84,0.0,28,Kronoberg,Växjö,1,False
MYH 2021/3383,2021,True,EC Utbildning AB Växjö,Privat,Data/IT,Frontend-utvecklare,400,Bunden,100,3,3,84,84.0,28,Kronoberg,Växjö,1,False
MYH 2021/3384,2021,False,EC Utbildning AB Växjö,Privat,Data/IT,Webbutvecklare inom .NET,400,Bunden,100,3,0,45,0.0,15,Kalmar,Kalmar,2,True
MYH 2021/3384,2021,False,EC Utbildning AB Växjö,Privat,Data/IT,Webbutvecklare inom .NET,400,Bunden,100,3,0,60,0.0,20,Kronoberg,Växjö,2,True
MYH 2021/3385,2021,False,EC Utbildning AB Växjö,Privat,Data/IT,Webbutvecklare inom .NET,400,Distans,100,3,0,51,0.0,17,Kronoberg,Växjö,2,True
MYH 2021/3385,2021,False,EC Utbildning AB Växjö,Privat,Data/IT,Webbutvecklare inom .NET,400,Distans,100,3,0,54,0.0,18,Kronoberg,Älmhult,2,True
MYH 2021/3386,2021,False,EC Utbildning AB Växjö,Privat,Data/IT,Java-utvecklare,400,Bunden,100,3,0,24,0.0,8,Blekinge,Karlskrona,2,True
